x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
927.8875636881163,224.1124352906053,152.46604298961483,110.92649659742384,70.12915185756367,59.88721773456582,57.43437186971546,56.327273713060656,53.78961203547755,46.884650416513395,45.34457642104886,44.033462855188624,41.16686706475221,39.747377738362076,39.431489705755325,39.07680311644554,38.05350339060514,36.524010201472855,36.00290510259061,34.653856407481825
